countrycode,year,rgdpe,rgdpo
CAN,1977,558389.4375,545568.5
CAN,1978,575169.5,568299.0625
CAN,1979,605749.5625,591773.1875
CAN,1980,617911.4375,604152.125
CAN,1981,634248.6875,624645.125
CAN,1982,607683.75,608658.625
CAN,1983,631492,630187.1875
CAN,1984,674739.875,675752.75
CAN,1985,713109.75,693214.1875
CAN,1986,726630.1875,706094.25
CAN,1987,769264.25,757097.1875
CAN,1988,815713.3125,795437.6875
CAN,1989,844795.8125,825037.25
CAN,1990,841821.4375,830794.5625
CAN,1991,820417.5625,808275.6875
CAN,1992,827394.375,815995.8125
CAN,1993,852428.9375,835138.875
CAN,1994,899837.1875,875644.5
CAN,1995,940504.375,919281.1875
CAN,1996,968525.125,942548.875
CAN,1997,1017972.125,980486.375
CAN,1998,1045342.375,994217.125
CAN,1999,1111444.875,1065701.625
CAN,2000,1174886.375,1134444.125
CAN,2001,1170380.125,1123685.875
CAN,2002,1175454,1130735.5
CAN,2003,1214412.25,1188608.625
CAN,2004,1266649,1241962
CAN,2005,1321157.5,1336711.875
CAN,2006,1342997.75,1345517.625
CAN,2007,1365701.125,1375001.25
CAN,2008,1381150.125,1432776.625
CAN,2009,1295864.5,1288310.625
CAN,2010,1362554,1375939.25
CAN,2011,1425045.625,1455169.75
CAN,2012,1463773,1482480.625
CAN,2013,1522011.75,1529679.625
CAN,2014,1579525.75,1603789.375
CAN,2015,1553853.875,1518240
CAN,2016,1567072.375,1526436.25
CAN,2017,1629507.5,1571421.125
CHE,1950,65974.83594,65488.92578
CHE,1951,69982.29688,71104.98438
CHE,1952,71133.59375,71172.89844
CHE,1953,74869.03125,74002.57813
CHE,1954,79672.5,78991.03125
CHE,1955,85105.38281,84842.35938
CHE,1956,90314.78906,90938.95313
CHE,1957,93244.39063,94336.10938
CHE,1958,91491.88281,90989.75781
CHE,1959,98284.41406,97889.6875
CHE,1960,106620.9375,106023.6016
CHE,1961,115404.5469,114899.1563
CHE,1962,121461.8516,120499.25
CHE,1963,127434.6563,126072.1016
CHE,1964,135279.7813,133439.7813
CHE,1965,139617.6719,136785.9219
CHE,1966,143642.3438,140124.3594
CHE,1967,149198.1563,144798.6875
CHE,1968,155448.8125,150197.7969
CHE,1969,163504.6563,158744.5625
CHE,1970,172365.7031,168938.3125
CHE,1971,180970.6094,175831.3438
CHE,1972,188259.5938,181609.8594
CHE,1973,193287.6563,186990.0938
CHE,1974,193623.0156,189575.9375
CHE,1975,179216.9531,172778.4219
CHE,1976,179226.5781,170953.5
CHE,1977,181644.5625,174598.0625
CHE,1978,187910.5,177355.1719
CHE,1979,192002.9375,183212.9219
CHE,1980,197794.0625,191792.2344
CHE,1981,198424.5781,192324.0625
CHE,1982,200025.6563,191195.9531
CHE,1983,202017.5625,192822.1406
CHE,1984,206023.0938,195504.4688
CHE,1985,210011.9219,200398.875
CHE,1986,221469.1406,211954.4375
CHE,1987,225791.4844,216216.4375
CHE,1988,231264.8594,220456.4219
CHE,1989,242993.0625,230362.9063
CHE,1990,254738.9844,242875.9688
CHE,1991,252491.7031,240018.2813
CHE,1992,251683.0938,242270.8281
CHE,1993,254351.7969,246089.75
CHE,1994,261299.9063,252943.0938
CHE,1995,265087.4375,257054.9063
CHE,1996,269912.75,260132.7188
CHE,1997,284602.875,271537.4375
CHE,1998,298579.5313,279648.5313
CHE,1999,305175.0313,289627.4688
CHE,2000,311747.0938,293960.9375
CHE,2001,310680.25,292793.2188
CHE,2002,307422.8438,294855.125
CHE,2003,306463.1875,300239.5625
CHE,2004,313989.25,311768.625
CHE,2005,330970.9375,338662.0625
CHE,2006,361203.6563,361270.625
CHE,2007,398608.8125,399864.2813
CHE,2008,415978.0313,430612.9375
CHE,2009,412923.375,422868.875
CHE,2010,423145.4688,436146.9688
CHE,2011,450059.9375,477955.7813
CHE,2012,466474.4375,494949.5313
CHE,2013,476070.75,503637.9375
CHE,2014,490353.4375,519022.0313
CHE,2015,514056.125,522778.1875
CHE,2016,518143.0938,526522.9375
CHE,2017,533365.9375,544323.0625
CHL,1950,,
CHL,1951,28661.65234,26514.44727
CHL,1952,31307.84961,28717.04297
CHL,1953,31722.55664,29431.24219
CHL,1954,33711.3125,31431.98242
CHL,1955,33538.08203,30728.20313
CHL,1956,33376.44141,30262.69141
CHL,1957,35873.54688,33400.34375
CHL,1958,36968.54297,34734.38672
CHL,1959,37450.54297,34435.45703
CHL,1960,39579.08984,36668.70313
CHL,1961,38464.77344,35451.375
CHL,1962,47670.85547,44291.30469
CHL,1963,50507.92578,45942.03125
CHL,1964,51736.07422,47518.91406
CHL,1965,52049.37891,45815.07813
CHL,1966,57565.90625,51342.11328
CHL,1967,60394.34375,54277.58594
CHL,1968,63326.67578,55625.96484
CHL,1969,67910.45313,59466.01172
CHL,1970,68004.75781,59757.21484
CHL,1971,75153.02344,67670.55469
CHL,1972,74378.61719,67655.84375
CHL,1973,72149.09375,65863.92969
CHL,1974,70555.03906,62777.13672
CHL,1975,56475.46875,53110.17969
CHL,1976,60328.87109,55364.75781
CHL,1977,64030.5625,60344.54297
CHL,1978,68650.96875,65028.71094
CHL,1979,75703.32813,70371.17188
CHL,1980,79882.39844,74751.52344
CHL,1981,83315.27344,78551.23438
CHL,1982,71703.45313,68438.30469
CHL,1983,70250.0625,66203.25781
CHL,1984,71711.69531,68553.125
CHL,1985,72639.94531,68597.50781
CHL,1986,76149.61719,72061.83594
CHL,1987,81390.44531,77620.04688
CHL,1988,90839.61719,85193.61719
CHL,1989,98745.28906,93199.72656
CHL,1990,100011.5703,95448.07813
CHL,1991,107888.4297,103000.9922
CHL,1992,118952.2422,115430.3203
CHL,1993,125979.7031,123148.4688
CHL,1994,138385.5469,134237.3906
CHL,1995,159528.9219,154009.0781
CHL,1996,165695.3125,161277.5156
CHL,1997,169919.8594,164547.1563
CHL,1998,168478,162741.9688
CHL,1999,163581.7031,155601.4688
CHL,2000,168063.3438,161457.6719
CHL,2001,167493.8438,160774.7031
CHL,2002,169424.0469,162057.8594
CHL,2003,176761.5,169331.7813
CHL,2004,198823.6563,188925.2031
CHL,2005,216426.375,212253.6875
CHL,2006,255383.6406,248030.4219
CHL,2007,277976.25,269188.8438
CHL,2008,272414.7813,261475.375
CHL,2009,280156.5,266706.4688
CHL,2010,324059.625,307459.75
CHL,2011,355087.4688,340651.7813
CHL,2012,373999.9688,368394.6875
CHL,2013,389277.125,379473.5938
CHL,2014,405007.0313,397893.3125
CHL,2015,408182.9063,396518.0938
CHL,2016,421676.375,406997.4375
CHL,2017,433753.875,410363.625
CHN,1950,,
CHN,1951,,
CHN,1952,622099.3125,619679.5625
CHN,1953,702971.3125,698787.5625
CHN,1954,646956.25,639127.0625
CHN,1955,718369,712868.125
CHN,1956,760330.0625,746978.25
CHN,1957,782881.3125,768020.5625
CHN,1958,767749.6875,754231.4375
CHN,1959,708825.75,697278.0625
CHN,1960,671063.5,663363.75
CHN,1961,584401.1875,575760.1875
CHN,1962,645737.8125,632504.625
CHN,1963,723160.875,708080.6875
CHN,1964,821375,805553
CHN,1965,904302.25,889509.4375
CHN,1966,937390.25,922145.6875
CHN,1967,971782.375,955684.5625
CHN,1968,945067.375,928660
CHN,1969,1042771.813,1022567.125
CHN,1970,1167750.5,1149885.125
CHN,1971,1254906.75,1230621
CHN,1972,1269142.875,1243963.5
CHN,1973,1358769.625,1334440.5
CHN,1974,1398642.375,1382231.25
CHN,1975,1463895.375,1443767.625
CHN,1976,1433794,1411229.25
CHN,1977,1497417.5,1473616.125
CHN,1978,1679960.625,1660865.625
CHN,1979,1768187.25,1750668
CHN,1980,1833112.625,1813446.5
CHN,1981,1841570.375,1814658.5
CHN,1982,1999210.875,1952633.125
CHN,1983,2135819,2099762.75
CHN,1984,2383621.5,2359073.25
CHN,1985,2578070.5,2617153.75
CHN,1986,2695484.5,2710399.25
CHN,1987,2871688.75,2836655.5
CHN,1988,2988030.5,2974550.5
CHN,1989,2943273.25,2930578
CHN,1990,2987713,2897289.75
CHN,1991,3157157.25,3056775.25
CHN,1992,3396396.5,3337671.25
CHN,1993,3743909.75,3748460.25
CHN,1994,3990765.25,3901828.5
CHN,1995,4246702,4141247.5
CHN,1996,4556626,4438913
CHN,1997,4673712.5,4485961
CHN,1998,4746426.5,4560593
CHN,1999,5050136.5,4899273
CHN,2000,5413861.5,5271819.5
CHN,2001,5844668.5,5708217
CHN,2002,6359696,6203469
CHN,2003,6698859,6571744.5
CHN,2004,7321464.5,7168588.5
CHN,2005,8232070,8048983
CHN,2006,9097630,8753839
CHN,2007,9799119,9430588
CHN,2008,10265350,10034508
CHN,2009,11160758,10950633
CHN,2010,12813586,12696429
CHN,2011,14015385,14028191
CHN,2012,14572280,14639761
CHN,2013,15471508,15445157
CHN,2014,16326999,16414645
CHN,2015,16812528,16777536
CHN,2016,17546088,17360582
CHN,2017,18396068,18383838
CIV,1950,,
CIV,1951,,
CIV,1952,,
CIV,1953,,
CIV,1954,,
CIV,1955,,
CIV,1956,,
CIV,1957,,
CIV,1958,,
CIV,1959,,
CIV,1960,6211.812012,5373.813965
CIV,1961,6307.701172,5654.611328
CIV,1962,6636.027344,5942.506348
CIV,1963,7801.410156,6749.494141
CIV,1964,9347.986328,7843.604492
CIV,1965,8400.152344,7497.528809
CIV,1966,9445.891602,8407.651367
CIV,1967,9954.641602,8850.773438
CIV,1968,11496.73535,10090.0957
CIV,1969,12998.41406,11081.80273
CIV,1970,14491.40137,12314.57031
CIV,1971,14395.99707,13134.06152
CIV,1972,15011.81055,13732.67676
CIV,1973,16404.14648,14536.55469
CIV,1974,18176.16797,15707.67676
CIV,1975,17911.06055,16420.88672
CIV,1976,21319.9082,18428.72656
CIV,1977,24237.36719,19754.27539
CIV,1978,25481.81836,21695.54297
CIV,1979,25234.32422,22076.52539
CIV,1980,20171.07422,19695.08398
CIV,1981,20779.01953,20730.56836
CIV,1982,21212.05859,21366.20898
CIV,1983,21958.80859,21588.91602
CIV,1984,24650.69336,22211.22656
CIV,1985,27945.98242,24688.07031
CIV,1986,28546.19727,25924.40039
CIV,1987,27278.24805,25518.23438
CIV,1988,27745.58398,26112.51367
CIV,1989,30459.09766,28625.79102
CIV,1990,28143.77344,26496.71289
CIV,1991,28684.87305,27206.62891
CIV,1992,29993.14258,28428.22656
CIV,1993,30185.74219,28112.51172
CIV,1994,31874.83008,27654.0332
CIV,1995,34742.12891,31795.76172
CIV,1996,38001.77734,34463.23047
CIV,1997,38075.53906,34524.99609
CIV,1998,38710.40625,35304.51563
CIV,1999,38440.34375,34788.73438
CIV,2000,37274.37891,34118.43359
CIV,2001,37681.16797,34285.71484
CIV,2002,38114.14453,33899.58203
CIV,2003,41111.01953,37857.875
CIV,2004,38857.24219,36025.23047
CIV,2005,37726.85547,36014.70313
CIV,2006,39824.51563,37772.90625
CIV,2007,41583.91797,40026.85938
CIV,2008,44813.05078,42519.10938
CIV,2009,49087.26563,46256.30859
CIV,2010,52976.38672,50036.5
CIV,2011,53532.14453,49968.87109
CIV,2012,57365.93359,55899.76172
CIV,2013,62419.78125,60885.89844
CIV,2014,68450.65625,66073.08594
CIV,2015,76250.8125,72237.95313
CIV,2016,83610.60156,79299.83594
CIV,2017,87597.64844,85365.78125
CMR,1950,,
CMR,1951,,
CMR,1952,,
CMR,1953,,
CMR,1954,,
CMR,1955,,
CMR,1956,,
CMR,1957,,
CMR,1958,,
CMR,1959,,
CMR,1960,7819.55957,7745.943848
CMR,1961,8099.217773,7972.598633
CMR,1962,8035.401855,8025.322266
CMR,1963,8611.525391,8549.174805
CMR,1964,8941.611328,8878.330078
CMR,1965,9365.216797,9399.556641
CMR,1966,9824.763672,9849.844727
CMR,1967,8836.750977,8988.751953
CMR,1968,9369.807617,9351.470703
CMR,1969,10088.7998,9983.926758
CMR,1970,10425.60352,10385.81934
CMR,1971,10427.36719,10508.75684
CMR,1972,10972.6709,11021.83008
CMR,1973,11632.08496,11469.8584
CMR,1974,11673.26367,11580.4541
CMR,1975,11934.28418,11981.23926
CMR,1976,11471.01953,11411.04395
CMR,1977,13269.12305,12981.21387
CMR,1978,16160.07715,16212.70703
CMR,1979,17694.43945,16935.09766
CMR,1980,19767.60547,18841.67969
CMR,1981,22111.00977,21286.49414
CMR,1982,24591.58984,24118.83594
CMR,1983,27851.22461,27525.38281
CMR,1984,31379.95117,31093.5293
CMR,1985,32965.74219,32272.95117
CMR,1986,31343.95117,31240.40039
CMR,1987,30902.33789,30771.58984
CMR,1988,30682.45508,30179.00781
CMR,1989,29710.32227,29178.33594
CMR,1990,28233.71875,28056.37695
CMR,1991,27451.28906,26945.9375
CMR,1992,26956.67969,26792.72461
CMR,1993,28389.56055,28013.94141
CMR,1994,29303.875,27031.5293
CMR,1995,30990.80664,29881.93555
CMR,1996,33111.1875,31725.15625
CMR,1997,34420.92188,33128.42188
CMR,1998,36186.5625,34714.04688
CMR,1999,37789.83203,36166.56641
CMR,2000,39000.43359,37560.97656
CMR,2001,39260.76172,38439.81641
CMR,2002,40546.05859,39675.87891
CMR,2003,43033.07813,42116.04688
CMR,2004,44136.70313,43216.5625
CMR,2005,44778.71484,44895.98047
CMR,2006,46644.19531,46423.77734
CMR,2007,48955.11719,48710.84766
CMR,2008,50832.41797,51356.79297
CMR,2009,51749.44141,51412.83594
CMR,2010,53922.52734,53620.23828
CMR,2011,56873.32813,57218.84766
CMR,2012,59759.12109,60685.25391
CMR,2013,63299.01563,63921.40234
CMR,2014,66888.42969,67066.95313
CMR,2015,69609.25,69529.71094
CMR,2016,72755.17969,72851.50781
CMR,2017,75924.39844,75751.46094
COD,1950,24036.73242,24544.32617
COD,1951,27659.8125,28666.10938
COD,1952,29197.32617,30744.93555
COD,1953,33245.94922,34877.23438
COD,1954,34313.46875,36094.21094
COD,1955,36757.58203,38566.45313
COD,1956,37844.84375,39821.82813
COD,1957,36925.13281,39369.48438
COD,1958,37213.05469,39157.88672
COD,1959,37584.78906,39089.32422
COD,1960,39206.33594,41333.02734
COD,1961,34302.92969,34905.37891
COD,1962,42379.68359,42970.85938
COD,1963,42871.44141,41586.75781
COD,1964,40288.51563,37807.32031
COD,1965,43371.45313,43098.1875
COD,1966,49545.36328,45970.90234
COD,1967,45965.61328,42139.70313
COD,1968,49220.81641,45487.21875
COD,1969,54919.52344,50768.20703
COD,1970,54238.97266,52292.02734
COD,1971,52502.29688,52070.40234
COD,1972,49622.33984,50204.64844
COD,1973,56432.17578,55343.42969
COD,1974,60463.17969,58392.14844
COD,1975,46749.58203,47479.25
COD,1976,42271.9375,43018.85547
COD,1977,44941.94531,45265.38672
COD,1978,43513.12109,44396.46484
COD,1979,51942.33594,51057.79688
COD,1980,54355.81641,52861.99609
COD,1981,52014,50524.30859
COD,1982,52751.70703,51499.42188
COD,1983,54300.32813,53116.71094
COD,1984,67433.17969,61181.32813
COD,1985,61527.94531,58802.10938
COD,1986,56984.71094,55413.29688
COD,1987,57092.84375,54170
COD,1988,61773.3125,58158.36719
COD,1989,62094.34375,59840.43359
COD,1990,48198.46484,46894.5
COD,1991,37787.45703,36701.79297
COD,1992,51616.26563,49625.02344
COD,1993,39934.34375,38979.17578
COD,1994,30159.50586,28778.69336
COD,1995,31548.65039,29932.36914
COD,1996,28038.12891,26797.08203
COD,1997,28711.68164,27556.37109
COD,1998,25335.57617,24982.06445
COD,1999,26484.22656,25914.60938
COD,2000,24048.9707,23352.30273
COD,2001,23817.45898,23340.17578
COD,2002,24844.3457,24258.61133
COD,2003,26759.02734,26444.02734
COD,2004,29365.01367,29204.375
COD,2005,31552.04492,31771.21094
COD,2006,33086.58594,34265.00391
COD,2007,36117.16406,36272.08594
COD,2008,35849.56641,35769.78516
COD,2009,36893.37891,36784.11719
COD,2010,41963.75391,40970.42578
COD,2011,45069.65234,44442.94141
COD,2012,51658.21484,51079.57422
COD,2013,57620.875,57348.91016
COD,2014,61344.20703,60866.55078
COD,2015,64320.91016,63048.71875
COD,2016,62136.10156,60952.26172
COD,2017,64964.50391,61856.54688
COG,1950,,
COG,1951,,
COG,1952,,
COG,1953,,
COG,1954,,
COG,1955,,
COG,1956,,
COG,1957,,
COG,1958,,
COG,1959,,
COG,1960,1031.855103,1830.392578
COG,1961,1087.157471,1713.44104
COG,1962,1258.640747,2209.60498
COG,1963,1350.329712,2444.525635
COG,1964,1441.783813,2601.784912
COG,1965,1464.736938,2579.243164
COG,1966,1448.772949,2388.162354
COG,1967,1478.910767,2433.050293
COG,1968,1591.460815,2743.691162
COG,1969,1716.593872,3027.912842
COG,1970,1855.440186,3411.052734
COG,1971,1975.088623,3757.993164
COG,1972,2062.886475,3741.902344
COG,1973,2123.373535,4347.852539
COG,1974,2660.145752,5264.419922
COG,1975,2585.587646,4960.620605
COG,1976,2722.587158,5201.376465
COG,1977,2717.280518,5453.930176
COG,1978,2788.730713,5176.309082
COG,1979,3255.48877,5868.476563
COG,1980,3902.609131,5909.290039
COG,1981,4516.526855,4871.084473
COG,1982,4983.460449,5210.144043
COG,1983,6104.54834,8423.426758
COG,1984,7317.474121,9902.174805
COG,1985,7251.34375,9284.380859
COG,1986,4896.43457,5789.47168
COG,1987,4977.491211,5490.459473
COG,1988,4461.306152,5098.578613
COG,1989,4795.316406,5125.617676
COG,1990,5401.241211,6132.0625
COG,1991,6145.881836,6862.527344
COG,1992,4486.52832,5008.690918
COG,1993,4734.289551,5310.938477
COG,1994,4363.459473,5070.96582
COG,1995,4142.662598,4895.092773
COG,1996,4887.952637,5566.351074
COG,1997,4612.99707,5312.683105
COG,1998,3758.033691,4223.590332
COG,1999,4847.103027,5470.131348
COG,2000,7652.560547,7870.040039
COG,2001,7131.614746,7521.711914
COG,2002,7586.258789,7478.201172
COG,2003,7714.800293,7838.887207
COG,2004,9449.196289,9447.663086
COG,2005,12202.08008,13388.32422
COG,2006,13323.67285,14818.80566
COG,2007,11266.96191,11629.54785
COG,2008,15040.15039,16643.96289
COG,2009,13576.7002,13525.48242
COG,2010,20658.62695,21845.68945
COG,2011,24946.11133,26966.07031
COG,2012,25607.4668,28097.5625
COG,2013,22301.50781,23431.32617
COG,2014,24011.36328,24848.4043
COG,2015,18697.85352,18030.5918
COG,2016,18704.64453,18342.9375
COG,2017,24103.40039,19605.10156
COL,1950,37687.22266,37208.58203
COL,1951,37828.60938,37792.90234
COL,1952,40322.35938,40328.96484
COL,1953,44231.21875,43798.35547
COL,1954,49054.55469,47980.42969
COL,1955,50472.74219,49812.4375
COL,1956,51573.12891,50956.36719
COL,1957,51237.57813,50843.03125
COL,1958,50736.19922,50762.62891
COL,1959,53359.77734,53779.99609
COL,1960,56295.25391,57017.49219
COL,1961,59839.23828,60625.14453
COL,1962,62824.91016,63449.78906
COL,1963,64705.87891,65295.84375
COL,1964,70682.24219,70750.59375
COL,1965,70657.14844,71015.5
COL,1966,74147.17188,74974.52344
COL,1967,77195.02344,77788.89063
COL,1968,81959.34375,82850.24219
COL,1969,87621.52344,88411.70313
COL,1970,95119.875,95590.21094
COL,1971,104676.5234,105741.5469
COL,1972,116133.3203,116195.0313
COL,1973,129579.5469,128873.9297
COL,1974,138855.7344,139488.4063
COL,1975,147151.875,147568.4844
COL,1976,158780.7969,157494.1094
COL,1977,168827.1406,165206.0781
COL,1978,180107.625,177550.1094
COL,1979,185319.9063,183985.5625
COL,1980,193399.4375,192873.5625
COL,1981,192302.9219,194000.4375
COL,1982,193741.9844,194717.6406
COL,1983,192853.625,193691.4219
COL,1984,197781.875,197589.6875
COL,1985,198503.8906,197482.875
COL,1986,214338.5469,209969.2031
COL,1987,214726.3281,211994.6406
COL,1988,220524.6094,219030.8906
COL,1989,226156.1094,223751.7344
COL,1990,234068.125,231335.5781
COL,1991,237629.6719,232195.6719
COL,1992,244724.2969,243084.0313
COL,1993,256725.0625,259883.5156
COL,1994,272409.4063,274300.3125
COL,1995,284717.2188,286441.9375
COL,1996,286599.625,286970.2813
COL,1997,293865.3438,293583.5625
COL,1998,287279.6563,286976.75
COL,1999,273723.5313,271456.4688
COL,2000,283286.0313,279776.5
COL,2001,281690.5313,281248.5625
COL,2002,286742,284707.8125
COL,2003,296222.0938,294976.1875
COL,2004,313009.9688,309288.125
COL,2005,329642.4375,330388.4375
COL,2006,363017.5625,363271.4375
COL,2007,400437.875,400766.8125
COL,2008,431757.4375,437292.9063
COL,2009,444351.5625,445193.625
COL,2010,482224.125,488407.9063
COL,2011,537573.4375,546815.5
COL,2012,559477.9375,572107.3125
COL,2013,582751.4375,591321.75
COL,2014,599849.3125,610294.4375
COL,2015,603307.25,603890.1875
COL,2016,614391.875,612693
COL,2017,636107.5625,627892.4375
COM,1950,,
COM,1951,,
COM,1952,,
COM,1953,,
COM,1954,,
COM,1955,,
COM,1956,,
COM,1957,,
COM,1958,,
COM,1959,,
COM,1960,292.6650696,329.5514526
COM,1961,314.5886536,354.3379211
COM,1962,373.0791016,428.1973877
COM,1963,412.3910217,464.6481323
COM,1964,462.168457,527.4663086
COM,1965,465.5758362,553.4508667
COM,1966,524.3612061,615.5497437
COM,1967,580.5598755,681.0930176
COM,1968,572.4354858,648.5302124
COM,1969,555.6329956,635.1876831
COM,1970,609.7359009,732.2338257
COM,1971,635.1473389,763.9879761
COM,1972,648.8023071,780.9614868
COM,1973,696.5705566,837.3353271
COM,1974,714.9336548,863.5139771
COM,1975,758.5634766,919.6576538
COM,1976,762.2089233,920.15979
COM,1977,796.2438965,964.3945313
COM,1978,817.3788452,983.7753296
COM,1979,896.0353394,1072.464722
COM,1980,973.6053467,1196.633057
COM,1981,982.4428711,1165.981812
COM,1982,1056.497437,1254.360107
COM,1983,1129.316528,1284.213379
COM,1984,1175.973267,1493.070435
COM,1985,1305.121582,1502.843018
COM,1986,1516.246216,1665.346558
COM,1987,1521.613281,1667.428101
COM,1988,1510.081299,1624.942139
COM,1989,1425.097534,1540.781982
COM,1990,1435.290527,1519.612549
COM,1991,1387.213135,1451.693237
COM,1992,1476.68396,1537.620239
COM,1993,1459.703735,1488.384766
COM,1994,1247.376343,1360.601929
COM,1995,1495.659058,1611.03833
COM,1996,1480.907104,1565.948242
COM,1997,1505.313354,1618.762817
COM,1998,1423.609619,1484.476318
COM,1999,1450.442261,1495.614258
COM,2000,1420.977051,1452.568359
COM,2001,1581.584106,1613.699219
COM,2002,1667.074585,1649.613647
COM,2003,1627.034424,1637.793335
COM,2004,1600.039063,1621.158569
COM,2005,1797.256348,1841.17334
COM,2006,1804.892456,1817.324463
COM,2007,1473.820435,1465.889648
COM,2008,1550.387451,1586.300293
COM,2009,1616.711304,1610.063721
COM,2010,1590.287231,1581.462402
COM,2011,1744.667114,1777.672729
COM,2012,1862.876709,1921.501343
COM,2013,2026.931519,2082.115234
COM,2014,2128.750244,2188.114746
COM,2015,2188.440918,2257.770508
COM,2016,2235.072266,2267.106201
COM,2017,2305.161133,2336.773193
CPV,1950,,
CPV,1951,,
CPV,1952,,
CPV,1953,,
CPV,1954,,
CPV,1955,,
CPV,1956,,
CPV,1957,,
CPV,1958,,
CPV,1959,,
CPV,1960,200.1215668,221.1509857
CPV,1961,242.5002747,265.6853638
CPV,1962,206.7048798,225.3703613
CPV,1963,170.5536804,186.986557
CPV,1964,184.5617981,201.957489
CPV,1965,194.3744507,212.911438
CPV,1966,246.212204,266.6166382
CPV,1967,272.7473145,296.7619324
CPV,1968,305.339325,329.9967957
CPV,1969,331.673645,361.6990356
CPV,1970,376.4539795,408.9749146
CPV,1971,396.0905151,430.4628906
CPV,1972,405.3190613,440.2579956
CPV,1973,411.9172974,447.6559753
CPV,1974,419.1832886,458.6711731
CPV,1975,347.7974243,380.8482666
CPV,1976,354.5299988,387.7965088
CPV,1977,338.1700134,369.7684326
CPV,1978,370.6315002,405.3117371
CPV,1979,382.2341919,424.3121643
CPV,1980,409.5241394,460.5072632
CPV,1981,425.7583313,495.1688843
CPV,1982,452.4308777,530.2169189
CPV,1983,488.4689941,569.8824463
CPV,1984,507.2289124,544.2050781
CPV,1985,528.255127,554.9654541
CPV,1986,594.4439087,629.5588379
CPV,1987,633.0444946,658.3508911
CPV,1988,652.3458252,672.1098633
CPV,1989,698.0946655,721.3207397
CPV,1990,687.1876831,705.9715576
CPV,1991,707.6717529,710.9389648
CPV,1992,764.074707,779.0827026
CPV,1993,810.0870361,826.1113892
CPV,1994,919.8441162,973.4864502
CPV,1995,939.7175903,894.2451782
CPV,1996,1079.477661,1084.848755
CPV,1997,1082.536255,1055.090698
CPV,1998,1223.328125,1187.385254
CPV,1999,1423.806519,1392.052124
CPV,2000,1450.581177,1514.429443
CPV,2001,1525.454346,1585.18103
CPV,2002,1609.105103,1649.167725
CPV,2003,1796.867554,1737.780273
CPV,2004,1923.733765,1882.335693
CPV,2005,1929.133667,1928.748535
CPV,2006,2129.261719,2031.998047
CPV,2007,2435.580566,2325.711426
CPV,2008,2648.894531,2567.508301
CPV,2009,2752.301514,2632.882568
CPV,2010,2855.291016,2835.86792
CPV,2011,3036.186279,3103.646484
CPV,2012,3085.602783,3209.651611
CPV,2013,3155.718018,3190.309326
CPV,2014,3169.441406,3225.717285
CPV,2015,3269.72876,3333.985352
CPV,2016,3393.514648,3487.852051
CPV,2017,3636.573975,3807.583252
CRI,1950,2962.100342,2982.531494
CRI,1951,3127.44458,3094.239258
CRI,1952,3655.503174,3504.69165
CRI,1953,4440.569336,4188.704102
CRI,1954,4687.117188,4361.231934
CRI,1955,5018.695313,4756.141602
CRI,1956,4877.444336,4629.331543
CRI,1957,5248.915039,4964.729492
CRI,1958,5830.863281,5578.137207
CRI,1959,5798.355957,5622.181641
CRI,1960,6197.505371,6094.379883
CRI,1961,6124.185547,5991.341797
CRI,1962,6546.67627,6394.530762
CRI,1963,6946.286133,6788.645996
CRI,1964,7380.658203,7155.309082
CRI,1965,7952.921875,7915.268555
CRI,1966,8500.313477,8379.884766
CRI,1967,8898.587891,8781.501953
CRI,1968,9433.558594,9341.932617
CRI,1969,9971.623047,9879.137695
CRI,1970,10887.43848,10760.7832
CRI,1971,11216.90039,11305.69922
CRI,1972,12035.7334,12063.97266
CRI,1973,12888.63867,12913.31055
CRI,1974,12599.06152,13327.08203
CRI,1975,13410.13086,13795.94824
CRI,1976,14954.45996,14900.71777
CRI,1977,17196.53125,16613.81055
CRI,1978,17820.43164,17480.29883
CRI,1979,18304.32813,18312.70313
CRI,1980,18359.98828,18431.94141
CRI,1981,17147.75781,18225.06445
CRI,1982,16527.86914,17009.58203
CRI,1983,16882.25391,17218.55664
CRI,1984,18291.60156,18516.95117
CRI,1985,18909.30859,18822.89844
CRI,1986,20995.57422,20862.96289
CRI,1987,20711.29688,20878.99805
CRI,1988,21337.2832,21429.37305
CRI,1989,22304.24023,22794.85742
CRI,1990,22681.79883,23534.50977
CRI,1991,23330.16211,23953.27539
CRI,1992,25750.80078,26489.21875
CRI,1993,27852.80859,28348.13477
CRI,1994,29513.70313,29681.47852
CRI,1995,31107.19531,30874.0957
CRI,1996,31212.7793,30328.13672
CRI,1997,33300.53906,31700.45117
CRI,1998,36068.48828,34868.12109
CRI,1999,37156.42578,35224.54688
CRI,2000,37989.57031,36736.17188
CRI,2001,39508.17969,38289.875
CRI,2002,40394.40234,38522.25781
CRI,2003,42115.61328,39779.02344
CRI,2004,43669.77344,41605.5625
CRI,2005,45057.38672,44703.39844
CRI,2006,47306.78516,45563.40625
CRI,2007,50784.42578,48274.20703
CRI,2008,52586.82422,51091.95313
CRI,2009,56437.33594,54096.01563
CRI,2010,58702.65625,55029.66797
CRI,2011,61281.25781,58405.51172
CRI,2012,64271.375,59978.71875
CRI,2013,66026.03906,60226.94531
CRI,2014,68684.10156,64517.09375
CRI,2015,72881.52344,67208.76563
CRI,2016,76609,70211.86719
CRI,2017,79827.4375,73801.83594
CUW,1950,,
CUW,1951,,
